500 125000
341 386 1
340 57 20
425 230 19
16 337 3
63 7 13
247 326 17
301 464 8
305 495 6
151 120 6
385 268 9
293 414 4
483 313 6
365 461 16
295 484 12
285 232 12
446 396 6
49 310 16
388 465 19
145 396 7
172 60 17
112 111 3
186 252 20
224 470 2
438 237 16
143 307 7
84 190 15
388 233 6
372 307 8
137 383 12
371 356 8
133 204 18
14 299 1
438 390 8
363 4 2
470 35 20
301 79 17
307 10 4
251 20 17
415 142 5
285 207 14
354 291 17
88 454 4
164 453 16
303 76 20
224 205 6
210 420 4
256 197 10
363 402 1
297 57 11
413 5 13
400 376 7
31 108 2
343 204 17
342 377 17
260 32 6
394 159 13
417 442 9
123 403 14
442 349 8
144 223 2
262 160 16
338 186 11
271 134 9
41 371 3
423 330 17
321 322 13
245 84 12
142 181 2
366 355 18
39 368 9
458 466 15
425 388 11
172 463 7
193 243 10
4 326 20
6 130 18
324 387 14
319 100 17
386 430 17
473 90 17
7 304 15
273 230 1
368 266 20
175 245 19
289 293 20
13 339 9
15 336 3
69 412 16
82 70 3
232 244 8
9 197 20
206 230 4
273 290 5
488 460 12
193 164 8
1 226 1
12 255 16
129 272 8
457 186 14
478 84 18
292 298 14
123 411 4
350 284 4
86 91 15
8 472 10
345 430 10
15 223 17
0 302 9
294 353 12
147 156 17
302 475 18
281 59 19
336 326 7
39 13 2
131 491 10
474 338 19
255 243 9
360 55 9
430 205 15
261 99 4
47 202 2
379 198 17
63 426 20
37 130 2
45 438 13
414 498 4
444 453 8
223 434 3
213 119 5
476 169 16
198 88 12
62 209 15
432 316 13
65 175 1
146 469 8
466 178 13
333 417 4
124 69 13
27 349 18
134 353 13
454 156 1
147 414 2
147 460 5
319 264 10
136 125 5
491 18 14
278 127 3
256 159 20
93 28 5
394 173 8
445 253 13
498 242 18
49 404 16
279 195 3
325 71 6
235 110 19
265 316 19
293 338 16
146 102 18
418 345 2
457 155 18
133 347 9
297 436 14
21 44 15
331 389 12
487 174 10
166 51 11
113 76 13
4 467 19
82 347 20
311 274 7
67 390 5
62 114 15
454 309 11
94 24 20
394 384 17
335 43 4
466 253 9
366 458 3
492 225 3
361 56 4
321 216 15
187 253 16
473 217 10
86 149 12
364 12 19
396 353 5
222 14 3
178 14 11
285 222 6
10 314 8
330 228 11
126 139 3
314 339 2
68 260 5
301 322 13
103 378 12
157 488 19
73 154 14
341 286 15
438 491 18
236 363 16
331 164 1
176 36 6
437 288 9
252 338 18
79 323 20
119 1 20
96 338 3
326 194 9
400 69 20
44 246 11
489 227 11
269 448 13
324 271 15
173 346 1
130 376 16
357 457 3
86 277 11
327 490 2
22 320 14
202 447 4
220 59 20
216 40 17
469 305 20
250 188 10
442 34 12
68 253 11
50 72 11
61 282 11
478 223 6
496 291 15
84 177 19
271 114 12
303 22 15
332 344 14
121 92 11
478 182 14
158 344 17
51 496 11
142 316 17
65 59 11
417 497 15
292 390 19
38 483 12
463 243 12
279 62 13
407 85 15
299 224 5
386 444 4
66 149 20
151 377 17
174 138 4
407 116 1
84 21 5
96 46 9
249 2 4
428 219 19
307 458 15
355 174 17
337 456 16
289 99 3
403 183 2
445 306 12
157 477 20
58 97 18
26 246 14
456 256 2
210 183 8
106 292 9
217 330 20
312 208 4
405 131 5
116 462 6
108 141 7
494 394 20
231 439 8
342 337 10
367 81 7
138 145 11
263 219 18
419 442 10
388 164 17
369 362 18
30 68 10
419 490 2
337 462 2
66 57 3
181 487 13
332 431 16
77 219 7
204 129 9
63 393 1
124 381 12
258 88 20
244 26 8
81 338 6
428 123 10
131 66 13
105 312 8
156 468 11
469 129 20
195 47 17
490 402 17
494 391 5
122 115 12
224 234 13
482 62 20
157 198 19
333 468 17
292 329 3
436 239 12
406 77 18
155 159 7
126 388 18
259 386 11
419 108 13
191 442 15
373 230 11
162 388 8
214 76 8
461 493 8
248 65 18
132 364 16
375 109 10
315 183 9
405 325 15
183 434 5
42 396 7
408 271 18
20 174 14
468 339 15
57 463 4
57 312 9
38 215 13
377 384 3
211 434 12
76 216 15
144 29 12
260 102 16
96 177 4
69 179 18
144 385 7
387 288 19
291 158 3
200 244 19
266 164 16
208 116 18
396 140 9
27 384 5
362 472 6
347 428 20
24 196 14
6 52 1
126 468 20
472 104 16
254 78 14
275 269 6
361 77 11
450 337 20
358 393 10
16 356 2
489 360 17
145 281 20
52 67 15
97 294 19
286 279 6
168 83 13
144 234 10
380 429 9
177 331 10
301 356 6
467 228 20
376 472 8
151 210 9
220 9 4
26 379 8
202 200 7
237 87 5
320 17 1
391 196 16
437 486 11
263 339 13
189 449 8
250 379 17
481 87 14
433 309 18
467 240 20
195 345 20
42 445 2
271 188 5
214 199 18
235 56 17
133 455 7
28 473 3
331 354 8
289 159 15
107 308 17
487 220 7
132 327 9
70 414 14
47 494 16
55 433 18
213 330 14
393 108 1
414 265 10
499 397 8
421 266 18
157 448 9
231 457 5
276 419 12
65 48 4
358 404 13
206 96 12
385 38 14
95 464 11
77 491 10
208 71 10
440 63 3
156 192 19
105 427 15
482 29 3
348 432 19
171 405 3
443 302 14
184 256 18
489 244 16
278 16 2
397 219 7
298 166 17
380 387 12
68 78 8
75 301 18
322 342 8
150 363 19
423 118 18
115 11 19
102 491 7
407 241 7
163 196 15
305 241 6
226 30 1
433 135 18
185 327 7
112 215 9
42 306 5
73 205 1
324 130 1
276 238 17
281 489 14
47 106 8
433 327 15
186 13 13
100 217 13
100 261 3
309 380 19
473 94 14
79 241 17
375 378 8
421 291 9
291 7 14
217 139 7
58 288 20
155 87 19
57 331 19
427 187 19
119 204 11
1 58 2
438 351 19
47 302 14
484 103 8
405 241 13
177 171 3
286 38 5
448 329 16
2 197 11
276 242 8
73 404 4
173 388 5
126 485 5
351 127 16
448 486 3
269 103 16
48 347 5
460 407 4
337 427 15
365 60 13
402 421 16
25 385 6
54 451 16
273 218 19
137 160 19
440 94 4
50 264 9
372 212 17
273 103 9
197 253 20
12 384 9
224 197 16
66 466 15
350 30 12
181 490 5
261 403 2
172 92 1
198 210 11
275 166 5
318 362 7
284 70 16
469 373 8
336 97 9
435 104 8
327 158 6
397 443 4
240 123 20
259 260 6
469 100 6
124 198 1
82 11 20
138 98 12
238 186 8
35 281 13
332 90 11
115 444 5
128 76 3
162 86 1
497 90 20
404 132 5
282 368 11
169 220 9
113 169 18
384 481 19
400 170 3
428 228 16
292 346 2
253 135 19
444 433 2
266 425 11
223 85 5
212 416 10
107 136 2
190 451 11
339 342 10
229 324 20
186 407 11
494 117 16
454 243 13
235 491 20
10 464 5
169 218 7
357 338 14
88 451 20
231 472 4
202 471 7
407 209 1
132 305 8
330 148 12
205 394 7
244 139 11
370 478 19
205 267 2
357 126 17
198 119 18
86 344 4
244 386 8
71 236 2
412 29 16
293 17 15
62 41 12
256 267 14
85 199 18
137 253 15
215 145 15
230 284 15
168 172 10
5 330 7
169 155 12
194 409 16
10 495 7
105 167 20
75 495 14
247 205 9
207 256 18
401 425 18
67 398 20
68 210 8
242 246 12
261 345 3
3 67 8
10 460 8
452 240 2
464 121 8
199 102 15
177 248 12
302 350 7
129 460 9
338 36 15
151 310 3
438 109 20
240 192 15
388 250 9
139 49 2
494 344 18
64 242 13
105 487 10
337 352 2
21 211 1
209 118 15
388 415 9
302 63 17
444 54 16
138 102 16
494 222 6
326 84 13
486 16 14
254 445 4
459 171 11
122 410 8
417 336 17
194 273 12
305 15 17
133 99 1
31 339 8
415 332 5
35 287 5
81 222 3
188 147 5
116 22 18
208 152 6
162 279 4
33 226 5
121 41 13
25 13 8
124 451 2
489 449 6
296 202 8
332 154 8
461 239 15
159 461 9
22 73 13
140 327 11
429 96 13
303 16 14
236 185 6
486 390 11
206 246 10
230 173 14
140 286 7
488 183 5
426 378 13
431 143 19
186 68 18
46 205 10
239 112 2
250 129 20
145 406 10
93 417 8
350 67 15
499 195 19
67 106 5
363 164 13
285 108 3
390 288 15
295 433 20
55 65 9
371 463 14
314 468 15
61 193 1
318 25 18
335 30 19
460 496 8
186 40 2
329 470 8
41 394 2
385 482 7
97 12 19
85 163 14
25 310 17
149 305 11
267 306 19
49 390 9
147 75 9
414 231 18
381 119 7
403 321 19
73 266 18
22 103 15
1 309 7
153 26 12
417 446 6
91 196 15
69 2 18
83 82 18
296 44 4
134 283 5
424 181 5
349 452 8
191 431 13
288 331 10
107 435 8
314 452 13
178 354 11
358 246 14
79 233 1
282 203 17
428 491 18
169 57 15
326 408 9
136 148 13
289 355 5
419 150 6
14 220 19
309 30 13
52 253 19
65 316 11
484 465 9
336 7 16
478 269 4
219 229 2
477 122 15
307 298 9
320 234 9
211 248 16
183 90 20
396 397 20
250 134 10
472 65 20
52 10 10
252 152 1
291 4 9
291 218 6
454 310 15
461 104 10
432 390 7
413 345 3
18 459 18
362 20 9
122 117 15
73 432 18
172 361 4
351 299 6
179 430 15
425 165 15
1 413 5
116 94 10
48 185 3
189 176 15
242 183 4
84 460 7
480 208 4
81 432 5
181 427 9
452 367 4
452 3 8
81 484 2
293 416 19
21 273 5
5 130 10
498 463 13
494 319 19
111 314 16
194 467 14
117 339 16
68 224 19
405 175 15
239 60 16
214 224 3
436 360 3
254 71 20
136 118 6
174 91 17
353 320 6
96 446 9
355 473 7
97 373 15
271 230 19
472 160 6
452 426 13
280 173 2
414 190 18
309 184 11
114 227 12
302 210 15
318 351 1
19 32 3
475 73 14
31 433 7
330 137 14
316 234 18
235 440 4
422 451 13
122 163 14
384 20 3
359 134 11
186 391 1
455 377 19
227 56 13
248 418 12
195 318 3
486 362 3
278 300 17
7 247 9
279 445 12
341 312 18
1 374 20
256 278 12
11 342 1
256 265 1
286 250 3
403 12 15
350 276 9
50 125 15
192 22 14
398 449 13
432 163 6
145 180 8
194 249 14
35 234 18
65 118 9
454 379 8
448 29 9
413 50 11
150 427 9
471 120 11
255 366 16
221 172 15
167 389 7
9 97 7
142 262 18
130 133 4
157 468 13
346 235 14
166 98 3
338 197 8
338 400 1
406 71 16
4 414 1
373 79 12
148 208 12
402 437 19
0 243 13
486 173 15
41 396 19
112 283 15
37 462 9
424 184 12
450 398 1
222 68 10
45 34 4
260 436 20
200 368 2
319 375 1
278 486 14
201 123 15
473 270 14
209 27 5
399 400 8
416 126 13
292 98 4
495 458 2
1 150 18
8 236 5
411 15 1
387 3 15
360 161 4
440 466 10
421 20 19
140 182 10
263 183 1
112 39 7
245 117 18
224 125 5
148 88 9
266 387 1
207 412 14
127 378 18
79 435 18
21 75 2
406 154 13
90 371 8
457 51 4
199 473 9
259 7 6
294 127 8
339 393 11
54 244 5
255 27 13
311 193 8
182 221 10
10 3 12
405 31 20
50 126 2
56 33 14
288 124 10
239 223 12
110 384 19
213 347 12
123 27 16
299 189 3
19 322 6
491 278 6
119 43 7
236 24 19
29 262 5
205 136 14
241 219 10
429 89 12
348 207 16
218 467 18
199 356 3
114 181 19
131 238 20
388 466 18
380 113 3
456 234 9
494 235 5
187 356 5
33 412 2
115 329 18
47 220 3
417 112 4
137 37 12
245 325 15
229 275 6
28 315 11
398 269 14
302 117 20
368 322 18
467 158 10
202 124 12
291 329 5
130 96 20
404 136 6
456 424 3
136 17 6
32 223 1
328 146 20
298 271 17
57 131 7
316 38 5
10 407 19
45 314 5
479 453 1
425 345 18
5 260 5
310 364 7
117 299 5
102 446 8
54 60 4
188 374 3
245 179 8
202 142 5
19 4 10
398 155 20
7 229 12
297 406 8
284 454 7
445 383 12
2 130 15
107 92 2
328 498 7
497 14 3
36 323 5
342 466 8
170 63 3
20 128 4
192 60 10
457 355 12
31 249 16
258 324 16
212 279 3
389 482 2
312 21 13
19 109 8
172 464 13
254 194 2
356 7 2
231 79 19
451 319 6
238 136 17
107 299 1
442 434 12
269 359 15
251 58 17
103 493 10
100 30 20
147 245 1
111 255 19
357 271 19
437 299 18
151 397 4
416 168 15
138 0 14
41 106 3
236 499 14
111 201 4
173 233 20
293 404 17
284 332 9
23 56 15
266 343 7
65 355 19
358 168 4
352 29 7
375 266 3
318 251 10
466 423 19
423 122 11
129 35 1
463 405 7
406 293 19
369 292 10
243 476 2
94 28 19
118 34 20
380 86 20
470 242 18
233 499 19
411 132 20
209 497 18
67 415 2
358 86 20
423 10 7
415 198 1
165 491 7
374 178 1
316 468 19
391 137 20
341 431 2
264 223 19
367 199 10
372 323 7
292 380 8
64 114 2
323 26 9
150 283 10
311 266 18
436 497 20
152 346 18
204 359 2
388 102 15
224 419 9
235 409 9
140 448 1
302 123 6
138 290 8
97 433 16
209 174 11
174 113 1
94 162 16
247 334 12
396 93 20
3 31 2
125 37 5
183 248 10
35 0 4
422 481 18
431 491 4
317 462 20
288 480 12
311 169 13
205 89 15
415 42 2
286 154 4
121 477 11
420 121 11
75 183 5
331 87 18
263 46 1
156 181 20
402 191 13
318 212 18
382 394 17
499 164 20
198 430 12
428 139 1
428 457 17
421 155 3
394 65 12
146 481 12
179 433 5
425 488 17
238 51 3
320 380 20
137 109 1
60 26 13
447 276 10
273 498 9
149 214 14
2 6 14
122 265 11
18 271 20
304 423 15
368 267 6
24 423 13
357 176 19
451 339 9
257 220 1
39 451 4
211 236 14
453 171 15
30 248 14
19 406 3
357 439 4
487 298 8
310 329 9
221 96 11
335 499 17
40 454 16
142 209 4
452 469 11
368 468 18
102 170 10
447 117 16
316 320 12
468 210 2
311 337 16
25 79 3
262 399 6
95 412 10
226 479 11
379 70 1
92 52 19
467 109 14
199 181 20
306 125 16
158 317 17
104 455 1
360 112 11
343 12 7
16 354 10
250 78 5
13 134 11
140 170 17
279 328 11
394 336 8
419 102 5
486 374 19
81 92 20
273 183 8
417 270 16
312 201 5
444 307 18
63 9 16
304 421 3
375 464 13
285 304 20
363 69 12
285 130 10
463 161 2
224 332 14
245 462 16
248 62 9
482 217 16
330 332 1
293 496 20
489 453 7
81 332 9
470 228 10
135 57 9
115 440 7
154 404 10
459 319 10
320 8 2
425 12 16
36 60 19
313 449 1
225 361 5
33 45 4
160 258 3
423 209 9
414 338 12
389 166 18
299 401 16
89 440 12
177 381 16
279 215 5
68 189 20
355 392 7
407 128 5
104 482 1
437 327 6
357 223 10
190 418 16
37 33 18
223 147 18
6 338 19
394 183 3
288 400 20
237 255 20
281 277 19
307 413 5
253 372 11
91 471 20
449 221 20
197 416 8
47 78 15
499 428 3
303 224 11
103 432 11
59 415 5
205 312 3
455 263 8
444 262 20
137 2 5
320 233 7
335 29 13
457 467 12
15 348 17
231 463 20
157 290 20
377 60 4
338 208 3
70 286 4
280 374 11
442 326 3
300 382 13
121 175 19
16 87 15
202 304 3
364 42 11
262 127 8
45 401 15
174 359 18
403 175 1
278 136 11
6 432 19
261 141 9
240 205 1
258 407 4
495 173 8
467 285 6
186 131 10
418 446 10
87 241 16
71 340 8
124 295 10
71 460 3
100 60 19
161 437 3
81 29 5
7 95 14
17 146 9
412 42 14
494 98 6
8 191 19
90 421 9
159 459 2
469 54 11
351 310 11
181 115 12
480 389 13
17 184 8
24 106 13
338 167 20
273 291 8
158 105 12
280 387 8
113 150 1
9 249 1
368 326 19
378 320 1
230 290 9
204 41 12
42 336 1
449 276 15
162 139 4
266 142 20
20 271 14
349 165 4
272 410 12
56 483 9
87 54 19
74 274 9
38 125 15
310 89 15
332 350 2
418 60 15
35 277 1
288 394 4
320 174 14
21 325 5
189 354 3
383 183 2
177 455 9
473 303 14
280 106 11
197 139 10
480 344 17
192 456 18
394 363 1
425 432 13
350 441 17
376 341 6
467 14 12
167 248 17
151 52 3
442 103 14
403 289 13
3 283 14
133 223 1
125 348 19
182 420 18
349 80 17
473 369 18
82 278 14
287 238 14
267 80 17
469 248 19
305 47 8
243 180 6
448 236 8
15 64 9
418 251 12
411 169 4
262 273 1
389 343 2
179 187 17
465 433 20
265 77 9
274 237 14
180 117 14
48 20 18
252 103 12
31 39 2
4 235 2
51 338 4
312 455 1
356 123 19
82 13 1
215 421 11
367 167 14
226 411 19
300 326 19
111 14 15
84 3 20
225 35 9
33 80 10
411 336 13
16 396 12
435 477 5
344 391 17
379 126 1
185 399 1
46 263 5
389 200 18
292 252 15
120 408 2
254 82 20
452 363 13
46 49 9
12 416 17
249 208 1
349 364 7
168 479 18
151 11 18
200 163 9
247 463 13
328 482 5
372 352 6
276 194 17
228 51 19
84 220 17
486 405 12
474 102 1
166 365 17
433 94 1
317 102 13
486 301 15
499 117 12
160 54 11
462 231 19
216 405 4
279 60 1
103 283 3
373 147 1
181 79 5
82 28 19
389 458 10
320 20 2
255 72 5
104 283 1
241 364 8
71 268 5
279 84 8
474 1 7
281 459 4
96 368 12
351 209 9
130 307 3
478 412 20
212 129 11
341 250 1
487 208 3
38 428 4
155 443 19
339 304 8
193 134 10
291 111 10
105 351 5
172 126 12
218 403 11
395 490 11
257 1 18
180 480 6
419 377 12
319 36 17
132 330 20
86 372 12
159 189 3
466 32 9
166 235 20
154 284 18
477 166 10
381 295 17
85 459 4
212 299 14
110 403 16
452 78 14
184 346 16
337 264 5
415 291 7
310 36 11
133 120 16
111 175 7
131 284 9
336 93 6
49 374 13
218 214 16
408 262 3
302 458 5
225 479 5
229 63 12
242 395 1
252 333 1
158 371 17
245 198 20
18 322 15
399 27 2
22 210 11
106 229 5
428 57 15
401 60 15
394 412 13
139 114 17
297 7 11
114 233 5
62 363 11
166 300 5
153 59 9
313 124 16
364 494 18
323 279 19
376 336 3
378 175 17
357 138 19
489 103 18
344 17 6
91 380 5
195 137 12
219 474 12
102 44 4
181 275 18
213 279 1
134 357 6
226 438 20
28 150 13
309 403 16
69 330 4
53 455 18
307 431 15
374 241 17
157 478 5
463 465 6
253 162 7
103 111 11
438 405 11
486 128 17
26 19 2
88 355 18
151 292 20
360 147 13
459 230 8
410 265 1
388 497 15
263 101 16
186 134 2
167 243 11
495 487 15
167 391 19
437 175 9
81 457 15
254 406 16
314 106 3
285 112 20
63 325 8
372 152 11
251 265 9
69 287 17
401 72 20
333 51 4
349 235 15
12 107 2
39 307 12
449 429 17
344 112 3
97 1 8
488 279 4
281 377 15
121 287 10
251 427 2
446 256 12
345 108 10
77 67 16
133 377 12
489 109 8
30 306 2
386 381 17
155 305 14
495 334 19
477 198 14
322 287 10
1 290 6
258 213 9
342 39 4
92 28 5
238 218 9
153 314 14
65 448 10
399 52 15
296 77 10
258 264 20
179 25 15
362 495 15
163 256 1
246 468 12
278 168 2
462 151 6
414 177 18
71 402 15
287 246 19
251 103 11
37 451 13
79 468 15
460 351 16
243 469 1
298 209 11
241 55 20
79 311 4
271 305 9
13 203 18
283 285 11
154 216 10
236 78 20
467 364 13
497 262 15
411 458 2
235 258 13
98 40 4
84 200 10
52 478 7
24 496 8
156 25 14
11 258 16
128 467 14
68 280 8
371 449 11
52 72 3
26 239 13
292 463 12
177 16 4
203 174 3
400 462 3
126 222 20
272 71 10
303 62 11
486 329 8
195 176 19
209 480 9
247 362 2
361 335 2
403 425 2
144 364 3
40 61 5
254 89 18
459 198 3
476 297 15
387 497 20
103 190 11
409 369 13
337 332 14
79 335 20
43 353 9
316 226 19
179 6 6
49 231 2
129 286 16
61 33 12
257 82 10
438 412 9
491 324 4
261 445 12
155 417 10
122 413 8
319 281 4
407 121 2
81 127 4
107 169 3
63 99 18
271 38 15
1 481 2
218 36 11
55 67 7
458 199 13
489 138 20
116 275 4
238 416 6
485 211 14
194 98 16
33 98 9
276 421 1
367 221 4
310 300 19
467 284 8
263 138 19
119 463 11
323 397 15
487 67 17
198 252 11
148 252 6
262 287 3
291 182 2
247 35 6
239 87 2
129 109 17
198 22 11
0 479 12
188 78 13
438 420 15
360 208 20
318 363 7
455 153 9
11 423 6
327 264 1
319 147 13
453 475 6
347 51 1
418 17 1
331 226 12
33 482 4
461 259 13
84 210 20
188 199 2
296 58 11
146 388 9
120 423 12
205 426 14
181 16 9
406 30 11
208 390 1
332 421 19
244 450 15
167 73 2
251 200 7
468 186 19
358 182 1
314 302 7
98 161 6
431 411 9
251 115 3
340 302 3
106 287 7
425 74 7
137 102 13
5 265 1
467 441 4
142 338 12
242 185 8
125 402 12
9 443 3
4 407 13
308 43 17
54 197 7
393 230 1
277 67 4
456 328 6
177 240 3
204 184 7
290 472 5
32 29 5
267 371 17
309 384 11
343 110 20
133 76 5
312 37 5
15 234 18
462 159 18
493 335 6
176 323 8
58 376 4
444 105 20
4 368 17
49 52 17
446 109 19
95 408 11
142 154 14
199 171 10
248 82 3
306 456 10
181 431 15
107 22 10
499 99 15
309 67 8
3 267 17
397 177 8
43 146 11
109 98 19
275 120 4
265 421 2
78 347 8
473 358 8
59 442 13
156 95 7
278 235 3
351 225 11
335 382 12
21 70 4
213 182 12
22 37 10
392 152 16
238 75 3
332 225 15
139 342 6
449 228 18
346 288 20
491 270 5
407 132 19
212 98 15
27 241 2
150 454 14
5 72 11
207 467 1
61 336 1
41 162 17
271 161 18
21 191 15
147 290 9
149 436 13
225 364 5
189 490 14
302 171 11
1 90 18
366 319 6
249 473 18
392 348 17
63 306 8
318 116 5
212 226 9
127 311 5
125 172 16
124 420 15
420 98 10
443 304 11
268 40 5
356 463 13
150 121 7
213 252 7
494 14 1
251 343 5
161 344 14
306 184 16
340 324 4
489 93 10
85 489 15
411 305 19
331 237 14
157 283 5
316 303 1
355 487 15
439 214 9
217 72 9
57 139 13
162 59 2
66 33 6
436 426 15
101 418 12
459 122 6
13 476 2
249 274 11
334 74 17
233 407 1
468 114 13
379 384 12
344 209 11
286 265 12
435 496 5
447 41 3
22 184 8
352 10 17
89 301 16
21 37 17
144 110 15
51 47 1
18 331 10
210 306 17
105 405 17
489 66 13
271 440 8
374 37 18
412 228 19
265 147 6
167 160 19
49 158 19
58 161 20
72 440 16
238 93 4
368 435 14
339 287 8
416 107 13
220 492 4
478 293 11
261 237 5
340 193 20
372 137 14
311 276 14
62 447 10
414 415 3
91 183 12
200 232 10
200 21 17
389 65 7
349 260 15
393 29 6
471 401 12
303 73 19
408 467 10
290 100 19
369 390 12
38 292 3
222 75 6
115 199 12
448 240 18
404 268 18
425 308 16
76 411 19
47 440 12
258 320 3
342 19 5
370 237 2
214 276 10
389 280 20
422 61 10
329 371 11
45 379 19
203 129 19
207 350 13
123 83 17
149 136 19
66 277 17
286 464 16
113 117 16
79 62 5
250 235 5
358 247 3
266 31 10
20 14 9
416 477 6
147 434 4
165 105 6
56 456 18
202 178 16
67 85 11
222 445 3
239 350 3
110 60 1
96 163 15
191 168 16
93 11 9
278 373 13
293 266 1
85 47 7
353 33 1
127 121 7
450 190 16
398 402 12
146 88 10
346 301 17
407 323 15
59 214 19
441 87 9
391 411 18
466 421 11
317 358 15
17 366 19
422 359 7
100 447 8
37 213 13
55 482 13
4 58 12
150 30 9
243 256 2
24 134 8
166 422 6
259 82 18
49 60 19
97 234 9
345 368 13
425 231 15
465 34 8
53 222 17
174 216 14
459 173 12
182 351 13
478 307 15
421 424 19
430 93 6
78 359 17
253 163 17
108 495 8
220 281 17
487 282 8
156 257 14
415 289 8
227 87 7
55 53 12
101 369 8
189 258 7
279 8 10
497 56 10
210 213 5
274 140 5
316 448 8
31 292 19
168 353 14
301 377 2
408 103 8
354 102 12
343 499 16
438 480 4
489 15 9
270 279 2
270 217 10
471 82 4
445 398 16
168 370 2
273 488 18
48 72 20
280 385 19
152 37 10
382 167 8
261 257 9
418 260 4
32 302 17
189 149 3
445 3 13
116 128 16
88 424 3
130 8 2
363 305 6
380 103 12
209 437 3
60 280 20
367 362 9
294 214 8
166 228 11
197 179 15
59 97 6
193 105 1
294 276 4
23 449 9
199 468 16
185 2 15
36 247 14
129 182 11
239 457 12
182 428 2
28 170 2
370 257 13
69 327 1
322 77 16
125 267 5
367 100 11
117 366 14
399 375 11
258 441 1
11 157 14
229 298 8
151 375 16
67 5 9
103 206 8
468 337 8
29 191 13
484 257 3
283 226 6
147 191 6
257 448 8
4 351 15
17 122 2
461 34 17
417 248 6
379 429 6
471 326 12
394 265 11
414 433 7
201 36 4
99 141 19
372 325 5
311 397 11
246 231 17
24 238 18
417 5 8
221 333 5
220 233 18
20 64 15
265 9 7
384 436 8
423 256 11
332 337 10
247 262 11
6 468 5
322 124 8
493 289 15
340 167 11
422 331 19
456 267 10
362 88 12
67 39 15
224 380 17
192 396 3
453 206 6
31 163 15
38 278 4
415 229 8
356 38 18
185 115 7
296 493 6
456 257 13
140 442 16
36 223 3
363 426 5
407 408 15
311 135 12
201 186 12
215 50 7
398 326 3
447 263 15
27 34 10
234 470 9
307 394 10
477 59 10
433 204 7
496 302 8
371 289 5
87 98 15
87 419 8
306 496 3
69 71 6
186 53 20
313 69 10
462 388 15
124 392 2
316 304 13
305 205 9
38 279 20
398 27 5
392 23 4
478 391 9
498 276 4
435 143 18
66 46 15
369 54 13
289 419 3
14 451 16
207 120 18
108 471 6
279 278 18
356 144 5
372 98 5
259 186 2
235 282 15
305 224 6
359 451 3
134 271 11
267 409 15
194 122 15
412 346 16
225 355 20
434 293 3
194 101 19
336 155 11
484 0 14
247 433 10
145 238 8
383 340 11
279 402 2
69 191 13
28 144 16
284 434 18
106 348 13
200 296 3
50 485 11
332 288 11
356 201 13
220 28 7
486 72 12
391 3 12
489 275 20
309 394 4
395 222 18
331 314 4
328 351 2
68 71 5
382 378 18
337 465 8
322 218 12
239 242 16
127 386 12
342 125 14
125 446 14
180 18 5
454 11 7
188 458 18
34 249 10
336 0 12
410 27 5
42 309 3
81 292 4
386 207 5
316 15 1
167 63 13
147 378 5
287 370 17
175 31 14
216 75 6
316 493 7
56 196 12
36 298 18
15 111 1
451 382 4
250 221 19
121 151 13
268 56 5
192 243 16
242 331 3
420 339 19
326 68 19
446 412 7
342 332 12
291 467 4
66 239 5
183 59 13
1 426 2
233 161 8
18 121 18
83 192 8
124 174 6
11 84 5
141 404 20
95 190 5
432 44 8
60 183 10
29 90 12
6 242 1
458 414 3
176 377 18
149 395 5
243 66 9
56 437 16
379 406 18
92 109 20
304 74 13
4 140 5
12 387 14
244 446 1
66 231 10
38 466 13
212 159 12
262 97 4
74 261 15
204 362 17
23 249 12
388 87 16
20 166 13
193 133 3
457 350 3
298 381 8
330 315 5
471 208 18
88 468 15
10 207 20
365 320 3
474 114 10
470 253 19
499 263 10
326 100 9
251 35 11
477 380 7
245 174 12
129 331 12
409 51 13
287 228 4
334 285 10
234 200 4
302 93 14
431 101 1
335 483 5
438 231 9
2 84 2
129 66 15
134 371 9
472 68 11
212 162 8
407 65 4
306 382 5
273 225 9
227 173 6
248 172 15
381 60 11
467 368 17
146 424 10
465 365 16
244 33 4
415 177 4
54 173 17
227 478 19
163 395 5
200 52 3
358 54 7
420 23 18
360 328 12
178 482 17
426 138 15
214 278 16
392 147 16
248 136 10
28 33 19
83 400 10
123 4 1
151 341 4
264 99 12
204 172 12
11 482 14
63 66 5
107 103 20
301 190 11
499 235 4
160 257 9
225 268 16
348 179 5
49 213 4
315 99 1
461 392 20
344 123 3
137 267 13
393 53 16
349 154 16
152 455 6
381 62 19
205 231 18
362 468 12
28 59 11
463 22 15
286 45 16
343 434 13
244 116 3
50 462 20
126 353 19
122 158 20
154 354 14
282 28 3
244 236 15
286 308 13
16 319 15
343 416 4
153 177 10
385 157 3
157 93 18
304 242 12
493 403 8
381 497 13
482 392 19
69 4 20
375 405 14
133 49 14
351 267 3
186 128 14
395 111 2
181 200 1
426 316 15
275 484 3
118 219 19
95 235 11
490 242 15
336 397 15
443 269 5
490 462 3
364 159 6
58 383 2
400 6 6
295 389 6
58 245 15
137 439 7
70 188 13
178 252 1
317 256 9
34 186 8
262 271 1
140 29 1
30 0 11
117 393 18
416 325 9
496 200 18
316 117 20
172 6 14
226 219 6
132 403 1
409 327 16
276 18 8
226 238 4
429 164 20
420 291 13
216 483 13
50 99 8
2 285 15
27 266 3
237 17 10
371 312 14
360 226 7
79 148 12
225 236 6
323 365 17
330 471 15
213 188 3
